,Unnamed: 0,Unnamed: 0.1,imdb_title_id,original_title,year,genre,director,actors,avg_vote,cast_size,comb
3365,5663,6375,tt0972546,blackbird,2007,Drama,Adam Rapp,Stephen Adly Guirgis Guy Boyd Ross Brodar Kristina Dargelyte Christopher Denham Danny Hoch Gillian Jacobs Emily Cass McDonnell Robert Oppel Annie Parisse Anthony Rapp Michael Shannon Paul Sparks Guy Van Swearingen Gary Wilmes,6.1,15,Adam Rapp Stephen Adly Guirgis Guy Boyd Ross Brodar Kristina Dargelyte Christopher Denham Danny Hoch Gillian Jacobs Emily Cass McDonnell Robert Oppel Annie Parisse Anthony Rapp Michael Shannon Paul Sparks Guy Van Swearingen Gary Wilmes Drama
3366,5666,6380,tt0972883,red,2008,"Drama, Thriller","Trygve Allister Diesen, Lucky McKee",Brian Cox Noel Fisher Kyle Gallner Shiloh Fernandez Kim Dickens Marcia Bennett Richard Riehle Tom Sizemore Ashley Laurence Robert Englund Amanda Plummer Keith Buterbaugh Jack Ketchum Delaney Williams Tate Ellington,7.0,15,"Trygve Allister Diesen, Lucky McKee Brian Cox Noel Fisher Kyle Gallner Shiloh Fernandez Kim Dickens Marcia Bennett Richard Riehle Tom Sizemore Ashley Laurence Robert Englund Amanda Plummer Keith Buterbaugh Jack Ketchum Delaney Williams Tate Ellington Drama, Thriller"
3367,5669,6384,tt0974014,creation,2009,"Biography, Drama, Romance",Jon Amiel,Paul Bettany Ian Kelly Guy Henry Martha West Anabolena Rodriguez Paul Campbell Zak Davies Teresa Churcher Jennifer Connelly Freya Parks Jim Carter Christopher Dunkin Gene Goodman Harrison Sansostri Benedict Cumberbatch,6.7,15,"Jon Amiel Paul Bettany Ian Kelly Guy Henry Martha West Anabolena Rodriguez Paul Campbell Zak Davies Teresa Churcher Jennifer Connelly Freya Parks Jim Carter Christopher Dunkin Gene Goodman Harrison Sansostri Benedict Cumberbatch Biography, Drama, Romance"
3368,5670,6385,tt0974015,justice league,2017,"Action, Adventure, Fantasy",Zack Snyder,Ben Affleck Henry Cavill Amy Adams Gal Gadot Ezra Miller Jason Momoa Ray Fisher Jeremy Irons Diane Lane Connie Nielsen J.K. Simmons Ciarán Hinds Amber Heard Joe Morton Lisa Loven Kongsli,6.3,15,"Zack Snyder Ben Affleck Henry Cavill Amy Adams Gal Gadot Ezra Miller Jason Momoa Ray Fisher Jeremy Irons Diane Lane Connie Nielsen J.K. Simmons Ciarán Hinds Amber Heard Joe Morton Lisa Loven Kongsli Action, Adventure, Fantasy"
3369,5672,6387,tt0974554,elegy,2008,"Drama, Romance",Isabel Coixet,Penélope Cruz Ben Kingsley Dennis Hopper Patricia Clarkson Peter Sarsgaard Debbie Harry Charlie Rose Antonio Cupo Michelle Harrison Sonja Bennett Emily Holmes Chelah Horsdal Marci T. House Alessandro Juliani Tiffany Lyndall-Knight,6.7,15,"Isabel Coixet Penélope Cruz Ben Kingsley Dennis Hopper Patricia Clarkson Peter Sarsgaard Debbie Harry Charlie Rose Antonio Cupo Michelle Harrison Sonja Bennett Emily Holmes Chelah Horsdal Marci T. House Alessandro Juliani Tiffany Lyndall-Knight Drama, Romance"
3370,5676,6391,tt0974661,17 again,2009,"Comedy, Drama, Fantasy",Burr Steers,Zac Efron Leslie Mann Thomas Lennon Matthew Perry Tyler Steelman Allison Miller Sterling Knight Michelle Trachtenberg Adam Gregory Hunter Parrish Mario Cassem Kat Graham Tiya Sircar Melissa Ordway Melora Hardin,6.3,15,"Burr Steers Zac Efron Leslie Mann Thomas Lennon Matthew Perry Tyler Steelman Allison Miller Sterling Knight Michelle Trachtenberg Adam Gregory Hunter Parrish Mario Cassem Kat Graham Tiya Sircar Melissa Ordway Melora Hardin Comedy, Drama, Fantasy"
3371,5677,6392,tt0974662,the velveteen rabbit,2009,"Animation, Drama, Family",Michael Landon Jr.,Jane Seymour Tom Skerritt Ellen Burstyn Matthew Harbour Kevin Jubinville Michael Sinelnikoff Una Kay Michel Perron Walter Massey Renee Madeline Le Guerrier Jane Gilchrist Frances Brady-Stewart Jesse Camacho Steven Crowder James Harbour,6.3,15,"Michael Landon Jr. Jane Seymour Tom Skerritt Ellen Burstyn Matthew Harbour Kevin Jubinville Michael Sinelnikoff Una Kay Michel Perron Walter Massey Renee Madeline Le Guerrier Jane Gilchrist Frances Brady-Stewart Jesse Camacho Steven Crowder James Harbour Animation, Drama, Family"
3372,5679,6394,tt0975645,hitchcock,2012,"Biography, Drama, Romance",Sacha Gervasi,Anthony Hopkins Helen Mirren Scarlett Johansson Danny Huston Toni Collette Michael Stuhlbarg Michael Wincott Jessica Biel James D'Arcy Richard Portnow Kurtwood Smith Ralph Macchio Kai Lennox Tara Summers Wallace Langham,6.8,15,"Sacha Gervasi Anthony Hopkins Helen Mirren Scarlett Johansson Danny Huston Toni Collette Michael Stuhlbarg Michael Wincott Jessica Biel James D'Arcy Richard Portnow Kurtwood Smith Ralph Macchio Kai Lennox Tara Summers Wallace Langham Biography, Drama, Romance"
3374,5683,6399,tt0976026,cheeni kum,2007,"Comedy, Drama, Romance",R. Balki,Amitabh Bachchan Tabu Paresh Rawal Zohra Sehgal Swini Khara Vinay Jain Krishna Bhatt Paresh Bramhbhatt Emma Haylan Hall Jameel Khan Alexx O'Nell Phil Pritchard Padmini Sardesai Madhura Shewade Zoe Selah Smith,6.8,15,"R. Balki Amitabh Bachchan Tabu Paresh Rawal Zohra Sehgal Swini Khara Vinay Jain Krishna Bhatt Paresh Bramhbhatt Emma Haylan Hall Jameel Khan Alexx O'Nell Phil Pritchard Padmini Sardesai Madhura Shewade Zoe Selah Smith Comedy, Drama, Romance"
3375,5685,6401,tt0976051,the reader,2008,"Drama, Romance",Stephen Daldry,Ralph Fiennes Jeanette Hain David Kross Kate Winslet Susanne Lothar Alissa Wilms Florian Bartholomäi Friederike Becht Matthias Habich Frieder Venus Marie-Anne Fliegel Hendrik Arnst Rainer Sellien Torsten Michaelis Moritz Grove,7.6,15,"Stephen Daldry Ralph Fiennes Jeanette Hain David Kross Kate Winslet Susanne Lothar Alissa Wilms Florian Bartholomäi Friederike Becht Matthias Habich Frieder Venus Marie-Anne Fliegel Hendrik Arnst Rainer Sellien Torsten Michaelis Moritz Grove Drama, Romance"
3376,5686,6402,tt0976222,bandslam,2009,"Comedy, Drama, Family",Todd Graff,Aly Michalka Vanessa Hudgens Gaelan Connell Scott Porter Ryan Donowho Charlie Saxton Lisa Kudrow Tim Jo Elvy Lisa Chung J.W. Wright Blair Bomar Casey Williams Maggie Maye Jennifer Blair,6.3,15,"Todd Graff Aly Michalka Vanessa Hudgens Gaelan Connell Scott Porter Ryan Donowho Charlie Saxton Lisa Kudrow Tim Jo Elvy Lisa Chung J.W. Wright Blair Bomar Casey Williams Maggie Maye Jennifer Blair Comedy, Drama, Family"
3380,5697,6413,tt0978759,frozen river,2008,"Crime, Drama",Courtney Hunt,Melissa Leo Misty Upham Charlie McDermott Michael O'Keefe Mark Boone Junior James Reilly Jay Klaitz John Canoe Dylan Carusona Michael Skye Gargi Shinde Rajesh Bose Azin Jahanbakhsh Jack Phillips James Phillips,7.1,15,"Courtney Hunt Melissa Leo Misty Upham Charlie McDermott Michael O'Keefe Mark Boone Junior James Reilly Jay Klaitz John Canoe Dylan Carusona Michael Skye Gargi Shinde Rajesh Bose Azin Jahanbakhsh Jack Phillips James Phillips Crime, Drama"
3381,5698,6414,tt0978762,mary and max,2009,"Animation, Comedy, Drama",Adam Elliot,Christopher Massey Oliver Marks Daisy Kocher Daniel Marks Hamish Hughes Dan Doherty Julie Forsyth Mandy Mao Eric Bana Patrick McCabe Adam Elliot Mr. Peck Michael James Allen Bill Murphy Shaun Patten,8.1,15,"Adam Elliot Christopher Massey Oliver Marks Daisy Kocher Daniel Marks Hamish Hughes Dan Doherty Julie Forsyth Mandy Mao Eric Bana Patrick McCabe Adam Elliot Mr. Peck Michael James Allen Bill Murphy Shaun Patten Animation, Comedy, Drama"
3384,5703,6420,tt0980970,the chronicles of narnia: the voyage of the dawn treader,2010,"Adventure, Family, Fantasy",Michael Apted,Georgie Henley Skandar Keynes Ben Barnes Will Poulter Gary Sweet Terry Norris Bruce Spence Bille Brown Laura Brent Colin Moody Tilda Swinton Anna Popplewell William Moseley Shane Rangi Arthur Angel,6.3,15,"Michael Apted Georgie Henley Skandar Keynes Ben Barnes Will Poulter Gary Sweet Terry Norris Bruce Spence Bille Brown Laura Brent Colin Moody Tilda Swinton Anna Popplewell William Moseley Shane Rangi Arthur Angel Adventure, Family, Fantasy"
3385,5704,6422,tt0981042,like dandelion dust,2009,Drama,Jon Gunn,Mira Sorvino Barry Pepper Cole Hauser Kate Levering Maxwell Perry Cotton L. Scott Caldwell Abby Brammell Kirk B.R. Woller Brett Rice Chad Gundersen Timothy Twisdale Neil Ronco Blake Michael Bryan Brooke Bryan Gregory Albrecht,7.0,15,Jon Gunn Mira Sorvino Barry Pepper Cole Hauser Kate Levering Maxwell Perry Cotton L. Scott Caldwell Abby Brammell Kirk B.R. Woller Brett Rice Chad Gundersen Timothy Twisdale Neil Ronco Blake Michael Bryan Brooke Bryan Gregory Albrecht Drama
3386,5705,6423,tt0981072,the lucky ones,2008,"Comedy, Drama, War",Neil Burger,Rachel McAdams Tim Robbins Michael Peña Molly Hagan Mark L. Young Howard Platt Arden Myrin Coburn Goss John Heard Jennifer Joan Taylor Katherine LaNasa Leo Ford Susan Yeagley Emily Swallow John Diehl,6.9,15,"Neil Burger Rachel McAdams Tim Robbins Michael Peña Molly Hagan Mark L. Young Howard Platt Arden Myrin Coburn Goss John Heard Jennifer Joan Taylor Katherine LaNasa Leo Ford Susan Yeagley Emily Swallow John Diehl Comedy, Drama, War"
3387,5707,6425,tt0981227,nick and norah's infinite playlist,2008,"Comedy, Drama, Music",Peter Sollett,Michael Cera Kat Dennings Aaron Yoo Rafi Gavron Ari Graynor Alexis Dziena Jonathan B. Wright Zachary Booth Jay Baruchel Justin Rice Christian Rudder Giorgio Angelini Darbie Nowatka Cully Symington Jeremy Haines,6.6,15,"Peter Sollett Michael Cera Kat Dennings Aaron Yoo Rafi Gavron Ari Graynor Alexis Dziena Jonathan B. Wright Zachary Booth Jay Baruchel Justin Rice Christian Rudder Giorgio Angelini Darbie Nowatka Cully Symington Jeremy Haines Comedy, Drama, Music"
3388,5709,6427,tt0983193,the adventures of tintin,2011,"Animation, Action, Adventure",Steven Spielberg,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg Daniel Mays Gad Elmaleh Toby Jones Joe Starr Enn Reitel Mackenzie Crook Tony Curran Sonje Fortag Cary Elwes Phillip Rhys,7.3,15,"Steven Spielberg Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg Daniel Mays Gad Elmaleh Toby Jones Joe Starr Enn Reitel Mackenzie Crook Tony Curran Sonje Fortag Cary Elwes Phillip Rhys Animation, Action, Adventure"
3390,5719,6438,tt0985694,machete,2010,"Action, Crime, Thriller","Ethan Maniquis, Robert Rodriguez",Danny Trejo Robert De Niro Jessica Alba Steven Seagal Michelle Rodriguez Jeff Fahey Cheech Marin Don Johnson Shea Whigham Lindsay Lohan Daryl Sabara Gilbert Trejo Ara Celi Tom Savini Billy Blair,6.6,15,"Ethan Maniquis, Robert Rodriguez Danny Trejo Robert De Niro Jessica Alba Steven Seagal Michelle Rodriguez Jeff Fahey Cheech Marin Don Johnson Shea Whigham Lindsay Lohan Daryl Sabara Gilbert Trejo Ara Celi Tom Savini Billy Blair Action, Crime, Thriller"
3391,5721,6440,tt0985699,valkyrie,2008,"Drama, History, Thriller",Bryan Singer,Tom Cruise Kenneth Branagh Bill Nighy Tom Wilkinson Carice van Houten Thomas Kretschmann Terence Stamp Eddie Izzard Kevin McNally Christian Berkel Jamie Parker David Bamber Tom Hollander David Schofield Kenneth Cranham,7.1,15,"Bryan Singer Tom Cruise Kenneth Branagh Bill Nighy Tom Wilkinson Carice van Houten Thomas Kretschmann Terence Stamp Eddie Izzard Kevin McNally Christian Berkel Jamie Parker David Bamber Tom Hollander David Schofield Kenneth Cranham Drama, History, Thriller"
3392,5722,6441,tt0986230,french film,2008,"Comedy, Romance",Jackie Oudney,Peter Agnelli Adrian Annis Benjamin Bellecour Hugh Bonneville Lizzie Brocheré Marie-Gaëlle Cals Eric Cantona Nichola Christie Jack Crutch Jean Dell Anne-Marie Duff Jose Estudillo Victoria Hamilton Douglas Henshall David Matthews,6.5,15,"Jackie Oudney Peter Agnelli Adrian Annis Benjamin Bellecour Hugh Bonneville Lizzie Brocheré Marie-Gaëlle Cals Eric Cantona Nichola Christie Jack Crutch Jean Dell Anne-Marie Duff Jose Estudillo Victoria Hamilton Douglas Henshall David Matthews Comedy, Romance"
3393,5723,6442,tt0986233,hunger,2008,"Biography, Drama",Steve McQueen,Stuart Graham Laine Megaw Brian Milligan Liam McMahon Karen Hassan Michael Fassbender Frank McCusker Lalor Roddy Helen Madden Des McAleer Geoff Gatt Rory Mullen Ben Peel Helena Bereen Paddy Jenkins,7.6,15,"Steve McQueen Stuart Graham Laine Megaw Brian Milligan Liam McMahon Karen Hassan Michael Fassbender Frank McCusker Lalor Roddy Helen Madden Des McAleer Geoff Gatt Rory Mullen Ben Peel Helena Bereen Paddy Jenkins Biography, Drama"
3394,5724,6443,tt0986263,surrogates,2009,"Action, Sci-Fi, Thriller",Jonathan Mostow,Bruce Willis Radha Mitchell Rosamund Pike Boris Kodjoe James Francis Ginty James Cromwell Ving Rhames Jack Noseworthy Devin Ratray Michael Cudlitz Jeffrey De Serrano Helena Mattsson Michael Philip Danny F Smith Brian A. Parrish,6.3,15,"Jonathan Mostow Bruce Willis Radha Mitchell Rosamund Pike Boris Kodjoe James Francis Ginty James Cromwell Ving Rhames Jack Noseworthy Devin Ratray Michael Cudlitz Jeffrey De Serrano Helena Mattsson Michael Philip Danny F Smith Brian A. Parrish Action, Sci-Fi, Thriller"
3396,5727,6447,tt0988045,sherlock holmes,2009,"Action, Adventure, Mystery",Guy Ritchie,Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie Marsan Robert Maillet Geraldine James Kelly Reilly William Houston Hans Matheson James Fox William Hope Clive Russell Oran Gurel David Garrick,7.6,15,"Guy Ritchie Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie Marsan Robert Maillet Geraldine James Kelly Reilly William Houston Hans Matheson James Fox William Hope Clive Russell Oran Gurel David Garrick Action, Adventure, Mystery"
3397,5728,6448,tt0988047,traitor,2008,"Action, Crime, Drama",Jeffrey Nachmanoff,Don Cheadle Guy Pearce Saïd Taghmaoui Neal McDonough Alyy Khan Archie Panjabi Raad Rawi Hassam Ghancy Mozhan Marnò Adeel Akhtar Jeff Daniels Lorena Gale Scali Delpeyrat Mehdi Ortelsberg Abdelkader Aizzoune,7.0,15,"Jeffrey Nachmanoff Don Cheadle Guy Pearce Saïd Taghmaoui Neal McDonough Alyy Khan Archie Panjabi Raad Rawi Hassam Ghancy Mozhan Marnò Adeel Akhtar Jeff Daniels Lorena Gale Scali Delpeyrat Mehdi Ortelsberg Abdelkader Aizzoune Action, Crime, Drama"
3398,5730,6450,tt0988595,27 dresses,2008,"Comedy, Romance",Anne Fletcher,Brian Kerwin Charli Barcena Peyton List Jane Pfitsch Katherine Heigl Jennifer Lim Brigitte Bourdeau Judy Greer Danielle Skraastad Marilyn L. Costello James Marsden Michael Paul Yetta Gottesman Erin Fogel Bern Cohen,6.1,15,"Anne Fletcher Brian Kerwin Charli Barcena Peyton List Jane Pfitsch Katherine Heigl Jennifer Lim Brigitte Bourdeau Judy Greer Danielle Skraastad Marilyn L. Costello James Marsden Michael Paul Yetta Gottesman Erin Fogel Bern Cohen Comedy, Romance"
3399,5732,6453,tt0989000,in search of a midnight kiss,2007,"Comedy, Romance",Alex Holdridge,Scoot McNairy Sara Simmonds Brian McGuire Kathleen Luong Robert Murphy Twink Caplan Bret Roberts Ann Chatterton Cindy Drummond Giorgio Pierangeli Michael Pierangeli Bruce Jay Stephanie Feury Julie Levin-Pierangeli Kennedy Rich-Collins,7.2,15,"Alex Holdridge Scoot McNairy Sara Simmonds Brian McGuire Kathleen Luong Robert Murphy Twink Caplan Bret Roberts Ann Chatterton Cindy Drummond Giorgio Pierangeli Michael Pierangeli Bruce Jay Stephanie Feury Julie Levin-Pierangeli Kennedy Rich-Collins Comedy, Romance"
3400,5733,6454,tt0989007,jean charles,2009,"Biography, Drama",Henrique Goldman,Marek Oravec Selton Mello Renu Setna Daniel de Oliveira Bruno Bilotta Vanessa Giácomo Ewan Ross Denise Stephenson Luis Miranda David Blakeley Mark Birmingham Julian Harries Craig Henderson Sidney Magal Roberta Gotti,6.3,15,"Henrique Goldman Marek Oravec Selton Mello Renu Setna Daniel de Oliveira Bruno Bilotta Vanessa Giácomo Ewan Ross Denise Stephenson Luis Miranda David Blakeley Mark Birmingham Julian Harries Craig Henderson Sidney Magal Roberta Gotti Biography, Drama"
3401,5734,6455,tt0989757,dear john,2010,"Drama, Romance, War",Lasse Hallström,Channing Tatum Amanda Seyfried Richard Jenkins Henry Thomas D.J. Cotrona Cullen Moss Gavin McCulley Jose Lucena Jr. Keith Robinson Scott Porter Leslea Fisher William Howard David Andrews Mary Rachel Quinn Bryce Hayes,6.3,15,"Lasse Hallström Channing Tatum Amanda Seyfried Richard Jenkins Henry Thomas D.J. Cotrona Cullen Moss Gavin McCulley Jose Lucena Jr. Keith Robinson Scott Porter Leslea Fisher William Howard David Andrews Mary Rachel Quinn Bryce Hayes Drama, Romance, War"
3402,5738,6459,tt0990404,chop shop,2007,Drama,Ramin Bahrani,Alejandro Polanco Isamar Gonzales Rob Sowulski Carlos Zapata Ahmad Razvi Anthony Felton Evelisse 'Lilah' Ortiz Michael 'Gringo' Nieto Carlos Ayala Laura Patalano Nick Jasprizza Bedford T. Bentley Edwin Rojas Roy Francisco Green Billy Klatzis,7.3,15,Ramin Bahrani Alejandro Polanco Isamar Gonzales Rob Sowulski Carlos Zapata Ahmad Razvi Anthony Felton Evelisse 'Lilah' Ortiz Michael 'Gringo' Nieto Carlos Ayala Laura Patalano Nick Jasprizza Bedford T. Bentley Edwin Rojas Roy Francisco Green Billy Klatzis Drama
3404,5740,6461,tt0990413,sugar,2008,"Drama, Sport","Anna Boden, Ryan Fleck",Jose Rijo Walki Cuevas Algenis Perez Soto Santo Silvestre Emmanuel Nanita Carvajal Cesar Emilio Minaya C. Joendy Pena Brown Kelvin Leonardo Garcia Marcos Rosa Karl Bury Zaida Alexandra Hernandez Lilin Soto Gonzales Dioni Feliciano Teodosia Sanchez Reyes Walky Alvarez,7.2,15,"Anna Boden, Ryan Fleck Jose Rijo Walki Cuevas Algenis Perez Soto Santo Silvestre Emmanuel Nanita Carvajal Cesar Emilio Minaya C. Joendy Pena Brown Kelvin Leonardo Garcia Marcos Rosa Karl Bury Zaida Alexandra Hernandez Lilin Soto Gonzales Dioni Feliciano Teodosia Sanchez Reyes Walky Alvarez Drama, Sport"
3407,5744,6465,tt0993755,em,2008,Drama,Tony Barbieri,Nathan Wetherington Stef Willen Jenny Gabrielle Sean Kaysen Bre Blair John Colton Diana Kay Cameron Cindy Baer Tammy Dahlstrom Christie Insley Damian Cecere Randy Lowell Michael Liberty Barbara Costa Martins Serria Tawan,7.1,15,Tony Barbieri Nathan Wetherington Stef Willen Jenny Gabrielle Sean Kaysen Bre Blair John Colton Diana Kay Cameron Cindy Baer Tammy Dahlstrom Christie Insley Damian Cecere Randy Lowell Michael Liberty Barbara Costa Martins Serria Tawan Drama
3408,5746,6467,tt0993842,hanna,2011,"Action, Drama, Thriller",Joe Wright,Saoirse Ronan Eric Bana Vicky Krieps Cate Blanchett Paris Arrowsmith John Macmillan Tim Beckmann Paul Birchard Christian Malcolm Jamie Beamish Tom Hodgkins Vincent Montuel Nathan Nolan Michelle Dockery Jessica Barden,6.8,15,"Joe Wright Saoirse Ronan Eric Bana Vicky Krieps Cate Blanchett Paris Arrowsmith John Macmillan Tim Beckmann Paul Birchard Christian Malcolm Jamie Beamish Tom Hodgkins Vincent Montuel Nathan Nolan Michelle Dockery Jessica Barden Action, Drama, Thriller"
3409,5747,6468,tt0993846,the wolf of wall street,2013,"Biography, Crime, Drama",Martin Scorsese,Leonardo DiCaprio Jonah Hill Margot Robbie Matthew McConaughey Kyle Chandler Rob Reiner Jon Bernthal Jon Favreau Jean Dujardin Joanna Lumley Cristin Milioti Christine Ebersole Shea Whigham Katarina Cas P.J. Byrne,8.2,15,"Martin Scorsese Leonardo DiCaprio Jonah Hill Margot Robbie Matthew McConaughey Kyle Chandler Rob Reiner Jon Bernthal Jon Favreau Jean Dujardin Joanna Lumley Cristin Milioti Christine Ebersole Shea Whigham Katarina Cas P.J. Byrne Biography, Crime, Drama"
3411,5749,6470,tt0995039,ghost town,2008,"Comedy, Drama, Fantasy",David Koepp,Greg Kinnear Jordan Carlos Dequina Moore Joseph Badalucco Jr. Brian Hutchison Tyree Michael Simpson Julia Murney Ricky Gervais Claire Lautier Aasif Mandvi Bridget Moloney Raymond J. Lee Joey Mazzarino Brad Oscar Kathleen Landis,6.7,15,"David Koepp Greg Kinnear Jordan Carlos Dequina Moore Joseph Badalucco Jr. Brian Hutchison Tyree Michael Simpson Julia Murney Ricky Gervais Claire Lautier Aasif Mandvi Bridget Moloney Raymond J. Lee Joey Mazzarino Brad Oscar Kathleen Landis Comedy, Drama, Fantasy"
3413,5753,6475,tt0995851,in her skin,2009,"Drama, Thriller",Simone North,Guy Pearce Miranda Otto Ruth Bradley Sam Neill Kate Bell Khan Chittenden Graeme Blundell John Butler Justine Clarke Diane Craig Jack Finsterer Rebecca Gibney Eugene Gilfedder Jeremy Sims Steven Vidler,6.4,15,"Simone North Guy Pearce Miranda Otto Ruth Bradley Sam Neill Kate Bell Khan Chittenden Graeme Blundell John Butler Justine Clarke Diane Craig Jack Finsterer Rebecca Gibney Eugene Gilfedder Jeremy Sims Steven Vidler Drama, Thriller"
3414,5754,6476,tt0995868,pelé: birth of a legend,2016,"Biography, Drama, Sport","Jeff Zimbalist, Michael Zimbalist",Kevin de Paula Leonardo Lima Carvalho Seu Jorge Mariana Nunes Milton Gonçalves Seth Michaels Vincent D'Onofrio André Mattos Phil Miler Rafael Henriques Felipe Simas Adriano Aragon Mariana Balsa Eric Bell Jr. Diego Boneta,7.2,15,"Jeff Zimbalist, Michael Zimbalist Kevin de Paula Leonardo Lima Carvalho Seu Jorge Mariana Nunes Milton Gonçalves Seth Michaels Vincent D'Onofrio André Mattos Phil Miler Rafael Henriques Felipe Simas Adriano Aragon Mariana Balsa Eric Bell Jr. Diego Boneta Biography, Drama, Sport"
3417,5759,6482,tt0997035,bibliothèque pascal,2010,Drama,Szabolcs Hajdu,Orsolya Török-Illyés Oana Pellea Razvan Vasilescu Andi Vasluianu Shamgar Amram Lujza Hajdu Ion Sapdaru Mihai Constantin Garry Cooper Ildikó Antal Orion Radies Marius Bodochi Marius Manole Tibor Pálffy Florin Piersic Jr.,7.1,15,Szabolcs Hajdu Orsolya Török-Illyés Oana Pellea Razvan Vasilescu Andi Vasluianu Shamgar Amram Lujza Hajdu Ion Sapdaru Mihai Constantin Garry Cooper Ildikó Antal Orion Radies Marius Bodochi Marius Manole Tibor Pálffy Florin Piersic Jr. Drama
3418,5762,6485,tt0997057,an englishman in new york,2009,Drama,Richard Laxton,John Hurt Denis O'Hare Jonathan Tucker Cynthia Nixon Swoosie Kurtz Nick Adams Jeff Applegate Silver Bramham Twinkle Burke David Douglas Benjamin Eakeley Alex C. Ferrill Amy Gaipa Robert Gomes Craig muMs Grant,7.2,15,Richard Laxton John Hurt Denis O'Hare Jonathan Tucker Cynthia Nixon Swoosie Kurtz Nick Adams Jeff Applegate Silver Bramham Twinkle Burke David Douglas Benjamin Eakeley Alex C. Ferrill Amy Gaipa Robert Gomes Craig muMs Grant Drama
3419,5763,6487,tt0997152,the experiment,2010,"Drama, Thriller",Paul Scheuring,Adrien Brody Forest Whitaker Cam Gigandet Clifton Collins Jr. Ethan Cohn Fisher Stevens Travis Fimmel David Banner Jason Lew Damien Leake Maggie Grace Rod Maiorano Rachel O'Meara Jeanne Hopson Jack Mishler,6.4,15,"Paul Scheuring Adrien Brody Forest Whitaker Cam Gigandet Clifton Collins Jr. Ethan Cohn Fisher Stevens Travis Fimmel David Banner Jason Lew Damien Leake Maggie Grace Rod Maiorano Rachel O'Meara Jeanne Hopson Jack Mishler Drama, Thriller"
3420,5764,6488,tt0997263,unmade beds,2009,"Comedy, Drama",Alexis Dos Santos,Déborah François Fernando Tielve Michiel Huisman Iddo Goldberg Richard Lintern Katia Winter Alexis Dos Santos Lucy Tillett Al Weaver Leonardo Brzezicki Sinead Dosset Tim Plester Florencia Braier Yannis Tsitsovits Johnny Lambe,6.6,15,"Alexis Dos Santos Déborah François Fernando Tielve Michiel Huisman Iddo Goldberg Richard Lintern Katia Winter Alexis Dos Santos Lucy Tillett Al Weaver Leonardo Brzezicki Sinead Dosset Tim Plester Florencia Braier Yannis Tsitsovits Johnny Lambe Comedy, Drama"
3421,5765,6489,tt0999872,christmas cottage,2008,"Biography, Drama",Michael Campus,Jared Padalecki Marcia Gay Harden Peter O'Toole Aaron Ashmore Richard Burgi Geoffrey Lewis Chris Elliott Richard Moll Kiersten Warren Jay Brazeau Charlotte Rae Edward Asner Tegan Moss Gina Holden Malcolm Stewart,6.4,15,"Michael Campus Jared Padalecki Marcia Gay Harden Peter O'Toole Aaron Ashmore Richard Burgi Geoffrey Lewis Chris Elliott Richard Moll Kiersten Warren Jay Brazeau Charlotte Rae Edward Asner Tegan Moss Gina Holden Malcolm Stewart Biography, Drama"
3424,5773,6498,tt1000768,pilgrim's progress,2008,"Adventure, Fantasy",Danny Carrales,Daniel Kruse Jeremiah Guelzo Hugh McLean Reid Dalton Rodney Harter Adam Salvia Bob Burchette David Partie Leroy Helferstay Michael Mellion MaryBeth Hampton Mark Anderson Phillips Mauresa Guelzo Katie Kruse Kera O'Bryon,6.2,15,"Danny Carrales Daniel Kruse Jeremiah Guelzo Hugh McLean Reid Dalton Rodney Harter Adam Salvia Bob Burchette David Partie Leroy Helferstay Michael Mellion MaryBeth Hampton Mark Anderson Phillips Mauresa Guelzo Katie Kruse Kera O'Bryon Adventure, Fantasy"
3425,5774,6499,tt1000769,prince of broadway,2008,Drama,Sean Baker,Prince Adu Karren Karagulian Aiden Noesi Keyali Mayaga Kat Sanchez Victoria Tate Baqi Abdush-Shaheed Brea Angelo Chris Bergoch Roger Harkavy Adesuwa Addy Iyare Curtz Jackson Kurt Leitner Cindy Lopez Mark Newell,6.8,15,Sean Baker Prince Adu Karren Karagulian Aiden Noesi Keyali Mayaga Kat Sanchez Victoria Tate Baqi Abdush-Shaheed Brea Angelo Chris Bergoch Roger Harkavy Adesuwa Addy Iyare Curtz Jackson Kurt Leitner Cindy Lopez Mark Newell Drama
3427,5776,6501,tt10008784,bull,2019,Drama,Annie Silverstein,Rob Morgan Amber Havard Yolonda Ross Sara Allbright Keira Bennett Steven Boyd Roishaun Davenport Karla Garbelotto Troy Anthony Hogan Ashton Hughes Rachel McClure Reece McClure Tadarius Billy Miles Peggy Schott Lee Stringer,6.7,15,Annie Silverstein Rob Morgan Amber Havard Yolonda Ross Sara Allbright Keira Bennett Steven Boyd Roishaun Davenport Karla Garbelotto Troy Anthony Hogan Ashton Hughes Rachel McClure Reece McClure Tadarius Billy Miles Peggy Schott Lee Stringer Drama
