,Unnamed: 0,Unnamed: 0.1,imdb_title_id,original_title,year,genre,director,actors,avg_vote,cast_size,comb
61,94,103,tt0155754,i'll remember april,2000,"Drama, Family, War",Bob Clark,Pat Morita Trevor Morgan Pam Dawber Haley Joel Osment Mark Harmon Yuji Okumoto Richard Taylor Olson Yuki Tokuhiro Diana Tanaka Paul Dooley Troy Evans Jay Ingram Christopher Kriesa Eugene Osment Mary Franklin,6.3,15,"Bob Clark Pat Morita Trevor Morgan Pam Dawber Haley Joel Osment Mark Harmon Yuji Okumoto Richard Taylor Olson Yuki Tokuhiro Diana Tanaka Paul Dooley Troy Evans Jay Ingram Christopher Kriesa Eugene Osment Mary Franklin Drama, Family, War"
65,100,110,tt0156812,my dog skip,2000,"Comedy, Drama, Family",Jay Russell,Luke Wilson Frankie Muniz Kevin Bacon Diane Lane Mark Beech Susan Carol Davis David Pickens Bradley Coryell Daylan Honeycutt Cody Linley Lucile Doan Ewing Polly Craig John Stiritz Enzo Moose,7.0,15,"Jay Russell Luke Wilson Frankie Muniz Kevin Bacon Diane Lane Mark Beech Susan Carol Davis David Pickens Bradley Coryell Daylan Honeycutt Cody Linley Lucile Doan Ewing Polly Craig John Stiritz Enzo Moose Comedy, Drama, Family"
67,105,115,tt0157583,enigma,2001,"Drama, Mystery, Romance",Michael Apted,Dougray Scott Kate Winslet Saffron Burrows Jeremy Northam Nikolaj Coster-Waldau Tom Hollander Donald Sumpter Matthew Macfadyen Richard Leaf Ian Felce Bohdan Poraj Paul Rattray Richard Katz Tom Fisher Robert Pugh,6.3,15,"Michael Apted Dougray Scott Kate Winslet Saffron Burrows Jeremy Northam Nikolaj Coster-Waldau Tom Hollander Donald Sumpter Matthew Macfadyen Richard Leaf Ian Felce Bohdan Poraj Paul Rattray Richard Katz Tom Fisher Robert Pugh Drama, Mystery, Romance"
69,108,118,tt0159273,behind enemy lines,2001,"Action, Drama, Thriller",John Moore,Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield Joaquim de Almeida David Keith Olek Krupa Vladimir Mashkov Marko Igonda Eyal Podell Geoff Pierson Aernout Van Lynden Sam Jaeger Shane Johnson Don Winston,6.4,15,"John Moore Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield Joaquim de Almeida David Keith Olek Krupa Vladimir Mashkov Marko Igonda Eyal Podell Geoff Pierson Aernout Van Lynden Sam Jaeger Shane Johnson Don Winston Action, Drama, Thriller"
70,109,119,tt0159365,cold mountain,2003,"Adventure, Drama, History",Anthony Minghella,Jude Law Nicole Kidman Renée Zellweger Eileen Atkins Brendan Gleeson Philip Seymour Hoffman Natalie Portman Giovanni Ribisi Donald Sutherland Ray Winstone Kathy Baker James Gammon Charlie Hunnam Jack White Ethan Suplee,7.2,15,"Anthony Minghella Jude Law Nicole Kidman Renée Zellweger Eileen Atkins Brendan Gleeson Philip Seymour Hoffman Natalie Portman Giovanni Ribisi Donald Sutherland Ray Winstone Kathy Baker James Gammon Charlie Hunnam Jack White Ethan Suplee Adventure, Drama, History"
71,111,121,tt0159784,takedown,2000,"Biography, Crime, Drama",Joe Chappelle,Skeet Ulrich Russell Wong Angela Featherstone Donal Logue Christopher McDonald Master P Tom Berenger Jeremy Sisto Amanda Peet Ethan Suplee Dorit Sauer Mark Joy Scott Cooper Ned Bellamy Sara Melson,6.3,15,"Joe Chappelle Skeet Ulrich Russell Wong Angela Featherstone Donal Logue Christopher McDonald Master P Tom Berenger Jeremy Sisto Amanda Peet Ethan Suplee Dorit Sauer Mark Joy Scott Cooper Ned Bellamy Sara Melson Biography, Crime, Drama"
74,116,127,tt0160275,final solution,2001,"Action, Drama",Cristobal Krusen,John Kani Jan Ellis Vusi Kunene David S. Lee Liezel van der Merwe Mpho Lovinga Marcel van Heerden Regardt van den Bergh Marius Weyers Bruce Marchiano Gino Mingo Lakita Garth Chris April Rob van Vuuren Andrew Faure,6.6,15,"Cristobal Krusen John Kani Jan Ellis Vusi Kunene David S. Lee Liezel van der Merwe Mpho Lovinga Marcel van Heerden Regardt van den Bergh Marius Weyers Bruce Marchiano Gino Mingo Lakita Garth Chris April Rob van Vuuren Andrew Faure Action, Drama"
76,118,129,tt0160399,impostor,2001,"Drama, Mystery, Sci-Fi",Gary Fleder,Gary Sinise Madeleine Stowe Vincent D'Onofrio Tony Shalhoub Tim Guinee Mekhi Phifer Gary Dourdan Lindsay Crouse Elizabeth Peña Jason Beck Judy Jean Berns Veena Bidasha Ellen Bradley Shane Brolly Golden Brooks,6.2,15,"Gary Fleder Gary Sinise Madeleine Stowe Vincent D'Onofrio Tony Shalhoub Tim Guinee Mekhi Phifer Gary Dourdan Lindsay Crouse Elizabeth Peña Jason Beck Judy Jean Berns Veena Bidasha Ellen Bradley Shane Brolly Golden Brooks Drama, Mystery, Sci-Fi"
78,125,136,tt0160611,ordinary decent criminal,2000,"Comedy, Crime",Thaddeus O'Sullivan,Kevin Spacey Linda Fiorentino Peter Mullan Stephen Dillane Helen Baxendale David Hayman Patrick Malahide Gerard McSorley David Kelly Gary Lydon Paul Ronan Colin Farrell Vincent Regan Tim Loane Christoph Waltz,6.4,15,"Thaddeus O'Sullivan Kevin Spacey Linda Fiorentino Peter Mullan Stephen Dillane Helen Baxendale David Hayman Patrick Malahide Gerard McSorley David Kelly Gary Lydon Paul Ronan Colin Farrell Vincent Regan Tim Loane Christoph Waltz Comedy, Crime"
82,130,142,tt0160710,punks,2000,"Comedy, Music, Romance",Patrik-Ian Polk,Seth Gilliam Andre Johnson Dwight Ewell Rockmond Dunbar Jazzmun Renoly Santiago Loretta Devine Vanessa Williams Devon Odessa Rudolf Martin Marc Avalon Kevin Aviance Dustin Blair Rainbow Borden Rodney Chester,7.0,15,"Patrik-Ian Polk Seth Gilliam Andre Johnson Dwight Ewell Rockmond Dunbar Jazzmun Renoly Santiago Loretta Devine Vanessa Williams Devon Odessa Rudolf Martin Marc Avalon Kevin Aviance Dustin Blair Rainbow Borden Rodney Chester Comedy, Music, Romance"
83,131,144,tt0160797,rules of engagement,2000,"Drama, Thriller, War",William Friedkin,Tommy Lee Jones Samuel L. Jackson Guy Pearce Ben Kingsley Bruce Greenwood Anne Archer Blair Underwood Philip Baker Hall Dale Dye Amidou Mark Feuerstein Richard McGonagle Baoan Coleman Nicky Katt Ryan Hurst,6.4,15,"William Friedkin Tommy Lee Jones Samuel L. Jackson Guy Pearce Ben Kingsley Bruce Greenwood Anne Archer Blair Underwood Philip Baker Hall Dale Dye Amidou Mark Feuerstein Richard McGonagle Baoan Coleman Nicky Katt Ryan Hurst Drama, Thriller, War"
84,134,147,tt0161081,what lies beneath,2000,"Drama, Fantasy, Horror",Robert Zemeckis,Michelle Pfeiffer Katharine Towne Miranda Otto James Remar Harrison Ford Victoria Bidewell Diana Scarwid Dennison Samaroo Jennifer Tung Eliott Goretsky Rachel Singer Daniel Zelman Ray Baker Wendy Crewson Amber Valletta,6.6,15,"Robert Zemeckis Michelle Pfeiffer Katharine Towne Miranda Otto James Remar Harrison Ford Victoria Bidewell Diana Scarwid Dennison Samaroo Jennifer Tung Eliott Goretsky Rachel Singer Daniel Zelman Ray Baker Wendy Crewson Amber Valletta Drama, Fantasy, Horror"
86,137,150,tt0161216,steal this movie,2000,"Biography, Drama, Romance",Robert Greenwald,Vincent D'Onofrio Janeane Garofalo Jeanne Tripplehorn Kevin Pollak Donal Logue Kevin Corrigan Alan Van Sprang Troy Garity Ingrid Veninger Stephen Marshall Joyce Gordon Bernard Kay Jean Daigle Johnie Chase Joshua Dov,6.5,15,"Robert Greenwald Vincent D'Onofrio Janeane Garofalo Jeanne Tripplehorn Kevin Pollak Donal Logue Kevin Corrigan Alan Van Sprang Troy Garity Ingrid Veninger Stephen Marshall Joyce Gordon Bernard Kay Jean Daigle Johnie Chase Joshua Dov Biography, Drama, Romance"
87,138,152,tt0162222,cast away,2000,"Adventure, Drama, Romance",Robert Zemeckis,Paul Sanchez Lari White Leonid Citer David Allen Brooks Yelena Popovic Valentina Ananina Semion Sudarikov Tom Hanks Peter Von Berg Dmitri S. Boudrine François Duhamel Michael Forest Viveka Davis Nick Searcy Jennifer Choe,7.8,15,"Robert Zemeckis Paul Sanchez Lari White Leonid Citer David Allen Brooks Yelena Popovic Valentina Ananina Semion Sudarikov Tom Hanks Peter Von Berg Dmitri S. Boudrine François Duhamel Michael Forest Viveka Davis Nick Searcy Jennifer Choe Adventure, Drama, Romance"
88,139,153,tt0162346,ghost world,2001,"Comedy, Drama",Terry Zwigoff,Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Illeana Douglas Bob Balaban Stacey Travis Charles C. Stevenson Jr. Dave Sheridan Tom McGowan Debra Azar Brian George Pat Healy Rini Bell T.J. Thyne,7.3,15,"Terry Zwigoff Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Illeana Douglas Bob Balaban Stacey Travis Charles C. Stevenson Jr. Dave Sheridan Tom McGowan Debra Azar Brian George Pat Healy Rini Bell T.J. Thyne Comedy, Drama"
94,149,163,tt0163745,the debut,2000,"Comedy, Drama",Gene Cajayon,Dante Basco Jayson Schaal Brian Card Mindy Spence Nicole Hawkyard Brandon Martinez Ernie Zarate Gina Alajar Emelita Moll Gina Honda Tirso Cruz III Bernadette Balagtas Rawlins Apilado Derek Basco Joy Bisco,6.5,15,"Gene Cajayon Dante Basco Jayson Schaal Brian Card Mindy Spence Nicole Hawkyard Brandon Martinez Ernie Zarate Gina Alajar Emelita Moll Gina Honda Tirso Cruz III Bernadette Balagtas Rawlins Apilado Derek Basco Joy Bisco Comedy, Drama"
95,150,164,tt0163764,net worth,2001,"Action, Adventure, Comedy",Kenny Griswold,Todd Field Craig Sheffer Daniel Baldwin Michael T. Weiss Tara Wood Alix Koromzay Pamela Adlon Eric Artell Luke Burton Scott Ditty Alan Fudge Ernie Garrett Frank Gerrish Jolie Jenkins Heather Kelly,6.1,15,"Kenny Griswold Todd Field Craig Sheffer Daniel Baldwin Michael T. Weiss Tara Wood Alix Koromzay Pamela Adlon Eric Artell Luke Burton Scott Ditty Alan Fudge Ernie Garrett Frank Gerrish Jolie Jenkins Heather Kelly Action, Adventure, Comedy"
96,151,165,tt0163978,the beach,2000,"Adventure, Drama, Romance",Danny Boyle,Leonardo DiCaprio Daniel York Patcharawan Patarakijjanon Virginie Ledoyen Guillaume Canet Robert Carlyle Somboon Phutaroth Weeratham 'Norman' Wichairaksakui Sahajak Boonthanakit Peter Youngblood Hills Jerry Swindall Krongthong Thampradith Apichart Chusakul Sanya 'Gai' Cheunjit Kaneung 'Nueng' Kenia,6.7,15,"Danny Boyle Leonardo DiCaprio Daniel York Patcharawan Patarakijjanon Virginie Ledoyen Guillaume Canet Robert Carlyle Somboon Phutaroth Weeratham 'Norman' Wichairaksakui Sahajak Boonthanakit Peter Youngblood Hills Jerry Swindall Krongthong Thampradith Apichart Chusakul Sanya 'Gai' Cheunjit Kaneung 'Nueng' Kenia Adventure, Drama, Romance"
99,155,169,tt0164184,the sum of all fears,2002,"Action, Drama, Thriller",Phil Alden Robinson,Ian Mongrain Russell Bobbitt James Cromwell Ken Jenkins Bruce McGill John Beasley Morgan Freeman Philip Baker Hall Al Vandecruys Richard Cohee Philip Pretten Alison Darcy Richard Marner Ostap Soroka Robert Martin Robinson,6.4,15,"Phil Alden Robinson Ian Mongrain Russell Bobbitt James Cromwell Ken Jenkins Bruce McGill John Beasley Morgan Freeman Philip Baker Hall Al Vandecruys Richard Cohee Philip Pretten Alison Darcy Richard Marner Ostap Soroka Robert Martin Robinson Action, Drama, Thriller"
100,157,171,tt0164212,under suspicion,2000,"Crime, Drama, Thriller",Stephen Hopkins,Gene Hackman Morgan Freeman Thomas Jane Monica Bellucci Nydia Caro Miguel Ángel Suárez Pablo Cunqueiro Isabel Algaze Jacqueline Duprey Luis Caballero Patricia Beato Sahyly Yamile Hector Travieso Marisol Calero Vanessa Shenk,6.5,15,"Stephen Hopkins Gene Hackman Morgan Freeman Thomas Jane Monica Bellucci Nydia Caro Miguel Ángel Suárez Pablo Cunqueiro Isabel Algaze Jacqueline Duprey Luis Caballero Patricia Beato Sahyly Yamile Hector Travieso Marisol Calero Vanessa Shenk Crime, Drama, Thriller"
102,159,173,tt0164334,along came a spider,2001,"Drama, Thriller",Lee Tamahori,Morgan Freeman Monica Potter Michael Wincott Dylan Baker Mika Boorem Anton Yelchin Kim Hawthorne Jay O. Sanders Billy Burke Michael Moriarty Penelope Ann Miller Anna Maria Horsford Scott Heindl Christopher Shyer Jill Teed,6.4,15,"Lee Tamahori Morgan Freeman Monica Potter Michael Wincott Dylan Baker Mika Boorem Anton Yelchin Kim Hawthorne Jay O. Sanders Billy Burke Michael Moriarty Penelope Ann Miller Anna Maria Horsford Scott Heindl Christopher Shyer Jill Teed Drama, Thriller"
104,162,176,tt0165361,highway,2002,"Crime, Drama",James Cox,Jared Leto Jake Gyllenhaal Selma Blair John C. McGinley Jeremy Piven Arden Myrin Kimberley Kates Mark Rolston Jarret Thomas Stephen Shellen Matthew Davis Madeline Parquette George Spielvogel III M.C. Gainey Conrad Goode,6.2,15,"James Cox Jared Leto Jake Gyllenhaal Selma Blair John C. McGinley Jeremy Piven Arden Myrin Kimberley Kates Mark Rolston Jarret Thomas Stephen Shellen Matthew Davis Madeline Parquette George Spielvogel III M.C. Gainey Conrad Goode Crime, Drama"
105,166,180,tt0165832,interstate 60: episodes of the road,2002,"Adventure, Comedy, Drama",Bob Gale,Matthew Edison Paul Brogren Wayne Robson Gary Oldman Michael J. Fox James Marsden Melyssa Ade John Bourgeois Roz Michaels Amy Stewart Christopher Lloyd Jonathan Whittaker Mark Lutz Krista Leis Michael Rhoades,7.7,15,"Bob Gale Matthew Edison Paul Brogren Wayne Robson Gary Oldman Michael J. Fox James Marsden Melyssa Ade John Bourgeois Roz Michaels Amy Stewart Christopher Lloyd Jonathan Whittaker Mark Lutz Krista Leis Michael Rhoades Adventure, Comedy, Drama"
106,168,182,tt0165929,romeo must die,2000,"Action, Crime, Thriller",Andrzej Bartkowiak,Jet Li Aaliyah Isaiah Washington Russell Wong Delroy Lindo D.B. Woodside Henry O Jon Kit Lee Edoardo Ballerini Anthony Anderson DMX Matthew Harrison Terry Chen Derek Lowe Ronin Wong,6.1,15,"Andrzej Bartkowiak Jet Li Aaliyah Isaiah Washington Russell Wong Delroy Lindo D.B. Woodside Henry O Jon Kit Lee Edoardo Ballerini Anthony Anderson DMX Matthew Harrison Terry Chen Derek Lowe Ronin Wong Action, Crime, Thriller"
107,169,184,tt0166013,when the sky falls,2000,"Biography, Crime, Drama",John Mackenzie,Joan Allen Patrick Bergin Liam Cunningham Kevin McNally Jimmy Smallhorne Gerard Mannix Flynn Jason Barry Pete Postlethwaite Des McAleer Owen Roe Gavin Kelty Vincent Walsh Frank Grimes Rúaidhrí Conroy Liam Carney,6.3,15,"John Mackenzie Joan Allen Patrick Bergin Liam Cunningham Kevin McNally Jimmy Smallhorne Gerard Mannix Flynn Jason Barry Pete Postlethwaite Des McAleer Owen Roe Gavin Kelty Vincent Walsh Frank Grimes Rúaidhrí Conroy Liam Carney Biography, Crime, Drama"
109,174,189,tt0166813,spirit: stallion of the cimarron,2002,"Animation, Adventure, Drama","Kelly Asbury, Lorna Cook",Matt Damon James Cromwell Daniel Studi Chopper Bernet Jeff LeBeau John Rubano Richard McGonagle Matt Levin Adam Paul Robert Cait Charles Napier Meredith Wells Zahn McClarnon Michael Horse Donald Fullilove,7.1,15,"Kelly Asbury, Lorna Cook Matt Damon James Cromwell Daniel Studi Chopper Bernet Jeff LeBeau John Rubano Richard McGonagle Matt Levin Adam Paul Robert Cait Charles Napier Meredith Wells Zahn McClarnon Michael Horse Donald Fullilove Animation, Adventure, Drama"
110,175,190,tt0166924,mulholland dr.,2001,"Drama, Mystery, Thriller",David Lynch,Naomi Watts Jeanne Bates Dan Birnbaum Laura Harring Randall Wulff Robert Forster Brent Briscoe Maya Bond Patrick Fischler Michael Cooke Bonnie Aarons Michael J. Anderson Joseph Kearney Enrique Buelna Richard Mead,8.0,15,"David Lynch Naomi Watts Jeanne Bates Dan Birnbaum Laura Harring Randall Wulff Robert Forster Brent Briscoe Maya Bond Patrick Fischler Michael Cooke Bonnie Aarons Michael J. Anderson Joseph Kearney Enrique Buelna Richard Mead Drama, Mystery, Thriller"
112,178,193,tt0167190,hellboy,2004,"Action, Fantasy, Horror",Guillermo del Toro,Ron Perlman John Hurt Selma Blair Rupert Evans Karel Roden Jeffrey Tambor Doug Jones Brian Steele Ladislav Beran Biddy Hodson Corey Johnson Kevin Trainor Brian Caspe James Babson Stephen Fisher,6.8,15,"Guillermo del Toro Ron Perlman John Hurt Selma Blair Rupert Evans Karel Roden Jeffrey Tambor Doug Jones Brian Steele Ladislav Beran Biddy Hodson Corey Johnson Kevin Trainor Brian Caspe James Babson Stephen Fisher Action, Fantasy, Horror"
114,180,195,tt0167260,the lord of the rings: the return of the king,2003,"Action, Adventure, Drama",Peter Jackson,Noel Appleby Ali Astin Sean Astin David Aston John Bach Sean Bean Cate Blanchett Orlando Bloom Billy Boyd Sadwyn Brophy Alistair Browning Marton Csokas Richard Edge Jason Fitch Bernard Hill,8.9,15,"Peter Jackson Noel Appleby Ali Astin Sean Astin David Aston John Bach Sean Bean Cate Blanchett Orlando Bloom Billy Boyd Sadwyn Brophy Alistair Browning Marton Csokas Richard Edge Jason Fitch Bernard Hill Action, Adventure, Drama"
115,181,196,tt0167261,the lord of the rings: the two towers,2002,"Action, Adventure, Drama",Peter Jackson,Bruce Allpress Sean Astin John Bach Sala Baker Cate Blanchett Orlando Bloom Billy Boyd Jed Brophy Sam Comery Brad Dourif Calum Gittins Bernard Hill Bruce Hopkins Paris Howe Strewe Christopher Lee,8.7,15,"Peter Jackson Bruce Allpress Sean Astin John Bach Sala Baker Cate Blanchett Orlando Bloom Billy Boyd Jed Brophy Sam Comery Brad Dourif Calum Gittins Bernard Hill Bruce Hopkins Paris Howe Strewe Christopher Lee Action, Adventure, Drama"
117,184,199,tt0168446,aberdeen,2000,Drama,"Hans Petter Moland, Tony Spataro",Stellan Skarsgård Jean Anderson Lena Headey Charlotte Rampling Louise Goodall Jason Hetherington Kate Lynn Evans John Killoran John Harwood Sara-Marie Maltha Fergus McLarnon Anders T. Andersen Henriette Steenstrup Kari Simonsen Jan Grønli,7.1,15,"Hans Petter Moland, Tony Spataro Stellan Skarsgård Jean Anderson Lena Headey Charlotte Rampling Louise Goodall Jason Hetherington Kate Lynn Evans John Killoran John Harwood Sara-Marie Maltha Fergus McLarnon Anders T. Andersen Henriette Steenstrup Kari Simonsen Jan Grønli Drama"
120,187,203,tt0168629,dancer in the dark,2000,"Crime, Drama, Musical",Lars von Trier,Björk Catherine Deneuve David Morse Peter Stormare Joel Grey Cara Seymour Vladica Kostic Jean-Marc Barr Vincent Paterson Siobhan Fallon Hogan Zeljko Ivanek Udo Kier Jens Albinus Reathel Bean Mette Berggreen,8.0,15,"Lars von Trier Björk Catherine Deneuve David Morse Peter Stormare Joel Grey Cara Seymour Vladica Kostic Jean-Marc Barr Vincent Paterson Siobhan Fallon Hogan Zeljko Ivanek Udo Kier Jens Albinus Reathel Bean Mette Berggreen Crime, Drama, Musical"
121,189,205,tt0168786,antwone fisher,2002,"Biography, Drama",Denzel Washington,Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant Salli Richardson-Whitfield Leonard Earl Howze Kente Scott Kevin Connolly Rainoldo Gooding Novella Nelson Stephen Snedden Leo Nepomuceno Sung Kang Cordell Stokes,7.3,15,"Denzel Washington Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant Salli Richardson-Whitfield Leonard Earl Howze Kente Scott Kevin Connolly Rainoldo Gooding Novella Nelson Stephen Snedden Leo Nepomuceno Sung Kang Cordell Stokes Biography, Drama"
124,193,210,tt0170016,how the grinch stole christmas,2000,"Comedy, Family, Fantasy",Ron Howard,Jim Carrey Taylor Momsen Kelley Jeffrey Tambor Christine Baranski Bill Irwin Molly Shannon Clint Howard Josh Ryan Evans Mindy Sterling Rachel Winfree Rance Howard Jeremy Howard T.J. Thyne Lacey Kohl,6.2,15,"Ron Howard Jim Carrey Taylor Momsen Kelley Jeffrey Tambor Christine Baranski Bill Irwin Molly Shannon Clint Howard Josh Ryan Evans Mindy Sterling Rachel Winfree Rance Howard Jeremy Howard T.J. Thyne Lacey Kohl Comedy, Family, Fantasy"
125,195,213,tt0170691,tigerland,2000,"Drama, War",Joel Schumacher,Colin Farrell Matthew Davis Clifton Collins Jr. Tom Guiry Shea Whigham Russell Richardson Nick Searcy Afemo Omilami James MacDonald Keith Ewell Matt Gerald Stephen Fulton Tyler Cravens Michael Edmiston Arian Ash,7.0,15,"Joel Schumacher Colin Farrell Matthew Davis Clifton Collins Jr. Tom Guiry Shea Whigham Russell Richardson Nick Searcy Afemo Omilami James MacDonald Keith Ewell Matt Gerald Stephen Fulton Tyler Cravens Michael Edmiston Arian Ash Drama, War"
128,199,217,tt0171433,keeping the faith,2000,"Comedy, Drama, Romance",Edward Norton,Ben Stiller Edward Norton Jenna Elfman Anne Bancroft Eli Wallach Ron Rifkin Milos Forman Holland Taylor Lisa Edelstein Rena Sofer Ken Leung Brian George Catherine Lloyd Burns Susie Essman Stuart Blumberg,6.3,15,"Edward Norton Ben Stiller Edward Norton Jenna Elfman Anne Bancroft Eli Wallach Ron Rifkin Milos Forman Holland Taylor Lisa Edelstein Rena Sofer Ken Leung Brian George Catherine Lloyd Burns Susie Essman Stuart Blumberg Comedy, Drama, Romance"
